lng,lat,timestamp_added,status,reward_scale,payer,owner,nonce,name,mode,location_hex,location,last_poc_challenge,last_change_block,geocode,gain,elevation,block_added,block,address
-105.0007972293024,39.754248662609605,2022-02-25T01:15:44.000000Z,"{'timestamp': '2022-02-27T19:17:45.243000Z', 'online': 'offline', 'listen_addrs': ['/p2p/112tpVNBSa4J8KphYrJxaocZHfykcP4Tksxt2d2Ru9LCN46DRcZB/p2p-circuit/p2p/116MvnehLFHejb8cqVrH3SLK4nAVhwiaHGx4iZMAA5v2wBp83um'], 'height': 1245456}",0.1440582275390625,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14DMiyZw84HP8S2hRr14FWPFekV1hxi26p3zkRfDxkrWQzJJqBQ,2,perfect-vermilion-koala,full,88268cdaebfffff,8c268cdaea05bff,1245506,1245506,"{'short_street': 'Wewatta St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Wewatta Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",12,0,1241293,1305776,116MvnehLFHejb8cqVrH3SLK4nAVhwiaHGx4iZMAA5v2wBp83um
-104.99148406909013,39.71075301585649,2022-02-24T22:47:39.000000Z,"{'timestamp': '2022-04-07T22:19:48.717000Z', 'online': 'online', 'listen_addrs': ['/p2p/112igQTrMF2KmBkCEhfRxZsmmNhmKn5TMWVpN3miAr6yefFicf9A/p2p-circuit/p2p/11Lyhrat6pUAiFsN11MhpH8JECLX4dSgcYHoW81DekZCsEjGt1n'], 'height': 1302136}",0.0788421630859375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14JCQJF5XeQjFjPY4JzkhVP4TLWcVMgLdyybLhTjKUpVXz4ieYH,1,narrow-cotton-mink,full,88268cdab7fffff,8c268cdab75ddff,1305121,1305170,"{'short_street': 'W Alameda Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'West Alameda Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,0,1241138,1305776,11Lyhrat6pUAiFsN11MhpH8JECLX4dSgcYHoW81DekZCsEjGt1n
-104.92800876269673,39.677098263689786,2022-02-23T23:45:45.000000Z,"{'timestamp': '2022-04-08T02:29:24.475000Z', 'online': 'online', 'listen_addrs': ['/ip4/73.153.178.141/tcp/44158'], 'height': 1302380}",0.1570587158203125,14NBXJE5kAAZTMigY4dcjXSMG4CSqjYwvteQWwQsYhsu2TKN6AF,13zEHTLF9Yqmkj1bwyAi4xKbCtrCwJ3Fnn5LbxoKQAj8L1L8cEv,13,icy-fern-boa,full,88268cc315fffff,8c268cc314189ff,1304775,1304820,"{'short_street': 'E Warren Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East Warren Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",120,2,1239638,1305776,112kRpnsCjdPYTiBzBVnTrVmWzCBUpbi2mFLSSiT699FPWQ77vZg
-104.82499467122614,39.7786240688695,2022-02-23T00:00:07.000000Z,"{'timestamp': '2022-03-22T02:10:12.200000Z', 'online': 'offline', 'listen_addrs': ['/ip4/67.190.73.174/tcp/44158'], 'height': 1265763}",,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14FN3QSpzJwWz3vV7We1zaNVvCytgvvEFhaxC9KY9c9HBgq8iZ2,1,keen-lace-moose,full,88268cd0c9fffff,8c268cd0c88bbff,,1238100,"{'short_street': 'E Andrews Dr', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East Andrews Drive', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,0,1238096,1305776,1128xrKjqEZNd9DxNLzw6fMRvDCAX9zwe8QHq4ze5T9fTu3hgFm7
-104.76609797143364,39.81430928826452,2022-02-22T23:58:26.000000Z,"{'timestamp': '2022-04-05T20:08:24.027000Z', 'online': 'online', 'listen_addrs': ['/ip4/71.211.88.33/tcp/44158'], 'height': 1299025}",0.1461181640625,14iLrXUuGVhb7w1P8X3iBvRwoT9oemgbDonm5VVZJk56TdV8NV1,13go7BxgmKW2uMwwk91FKqnvfLGrFQ9sEhDioEYBKvkoE5JJjQC,1,magnificent-zinc-iguana,full,88268cd2d1fffff,8c268cd2d1597ff,1304985,1304985,"{'short_street': 'E 65th Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East 65th Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",20,1,1238094,1305776,11VL66JAZfhsJSxUGL9kF7RCgnYwp6Z3Fv3WEaaG3vA8tXcrmHy
-105.01454410607926,39.79997281435237,2022-02-22T20:43:42.000000Z,"{'timestamp': '2022-03-31T13:23:49.358000Z', 'online': 'online', 'listen_addrs': ['/ip4/174.16.200.183/tcp/44158', '/p2p/1129vERTpGjFqnvof6hREwJ9S4YymQGQym3YhCWS26a4n1MqUhp2/p2p-circuit/p2p/11kcV5SsGsDT8MUmAfgC5waa6CswpakKZupYuWSGXRWCjrCAxyu'], 'height': 1291027}",0.2304229736328125,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,13VEqhSvWiuUojXz7Tkd7KapZHxQ389XyCuNHCFjkSRtFqrhxA3,1,flaky-ultraviolet-parrot,full,88268cda55fffff,8c268cda5564bff,1305409,1305551,"{'short_street': 'W 57th Pl', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'West 57th Place', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,2,1237887,1305776,11kcV5SsGsDT8MUmAfgC5waa6CswpakKZupYuWSGXRWCjrCAxyu
-104.9884731368122,39.75632691935478,2022-02-22T16:29:12.000000Z,"{'timestamp': '2022-04-10T04:27:26.245000Z', 'online': 'online', 'listen_addrs': ['/ip4/174.29.181.247/tcp/44158'], 'height': 1305277}",0.0488739013671875,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,149AVtZAVfMroK7pzCaQTTAsJoGbdTSdQ7WNhSov7xvN6Zg5zm6,1,petite-umber-cat,full,88268cdac7fffff,8c268cdac7561ff,1305023,1305074,"{'short_street': 'Walnut St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Walnut Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,10,1237607,1305776,112QerTrp9iq36U4eroZowS6BP7jQCWWc2vWKt4wrVySXy7wkWkb
-104.87733832766841,39.68774035306173,2022-02-22T08:01:33.000000Z,"{'timestamp': '2022-03-31T07:51:31.092000Z', 'online': 'online', 'listen_addrs': ['/ip4/71.196.202.241/tcp/44158'], 'height': 1290255}",0.2295074462890625,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14ffwXe6nKQFbDqS47xgigXF8dozA4daQsK2QoG5uK5qLHpNF1W,1,gigantic-rose-porcupine,full,88268cc22bfffff,8c268cc22a0a5ff,1305594,1305594,"{'short_street': 'E Florida Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East Florida Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,5,1237061,1305776,112KtnHH9ELs3PJ5QqEFGenPyMi6Rjn3M2WKgjZEwVbUt2dkoDEZ
-104.9785644051746,39.72945269466211,2022-02-22T02:25:00.000000Z,"{'timestamp': '2022-03-29T20:14:37.766000Z', 'online': 'online', 'listen_addrs': ['/ip4/73.181.34.92/tcp/44158', '/p2p/112w8i868wUQk5TQx7jUxVhabdKkSB7GTdfFgv2g8isU1aq2z9BS/p2p-circuit/p2p/11Jz2qPuvL6Zbv8GaG4vMt9TuHTrGRP1wxf4LxFRH5n7Ym6vyxZ'], 'height': 1288300}",0.04876708984375,13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym,141LPSYYMS2njk9XDy4pPoA1tu19gm7bunv53xzzCJuwodC1L9p,1,round-black-turkey,full,88268cda95fffff,8c268cda95b51ff,1305326,1305500,"{'short_street': 'N Washington St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'North Washington Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",12,0,1236706,1305776,11Jz2qPuvL6Zbv8GaG4vMt9TuHTrGRP1wxf4LxFRH5n7Ym6vyxZ
-104.87593906853064,39.69899246635509,2022-02-22T00:37:10.000000Z,"{'timestamp': '2022-02-28T10:09:20.123000Z', 'online': 'offline', 'listen_addrs': ['/p2p/11x1tTB6QppFkCr7T1iZeU3NsueqmunCfW7Ww2aoJJcQjBdEd6y/p2p-circuit/p2p/11hnCFCr4uLWPGfDgcNqvcPxPu3tN5YPXRLbv2PgY1PkkqRNQwQ'], 'height': 1246442}",0.2379302978515625,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14YRNkH6ULLT5x9dXosgs53iECgY9aLYEJNb7D7mEUcKxrQxkye,2,ambitious-caramel-lion,full,88268cc205fffff,8c268cc205a37ff,1292822,1293413,"{'short_street': 'E Mississippi Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East Mississippi Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,7,1236591,1305776,11hnCFCr4uLWPGfDgcNqvcPxPu3tN5YPXRLbv2PgY1PkkqRNQwQ
-104.98812592690518,39.70857930642066,2022-02-21T21:51:50.000000Z,"{'timestamp': '2022-04-09T17:31:00.910000Z', 'online': 'online', 'listen_addrs': ['/p2p/11B5FuzigdJWU1CWQJwaJz7Tu2bYLX8oyNvBxHCEBaQaFXY29kv/p2p-circuit/p2p/112fopiNSyBouiedrJWQUrCtKTihg1My9LcRLTtDZD5mUpspxM1b'], 'height': 1304640}",0.0795135498046875,14rb2UcfS9U89QmKswpZpjRCUVCVu1haSyqyGY486EvsYtvdJmR,14T3r22wZ62yt6zqakyr4yFPhuJ7XwaXHzHrhgVQsFPYD2xNmo6,1,jumpy-lemonade-falcon,full,88268cdab3fffff,8c268cdab298bff,1305214,1305469,"{'short_street': 'S Broadway', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Broadway', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",80,8,1236412,1305776,112fopiNSyBouiedrJWQUrCtKTihg1My9LcRLTtDZD5mUpspxM1b
-104.91899537799802,39.68738111006302,2022-02-21T01:11:22.000000Z,"{'timestamp': '2022-04-09T18:20:38.302000Z', 'online': 'online', 'listen_addrs': ['/ip4/174.29.118.105/tcp/44158'], 'height': 1304688}",0.1955108642578125,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,13DLxsm5Km2gQdQbDG34G36nE2UMAmDictYrSiK3gWJYGajdVag,3,suave-jetblack-goat,full,88268cc31dfffff,8c268cc31d447ff,1305530,1305626,"{'short_street': 'E Iowa Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'East Iowa Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",30,4,1235076,1305776,112778DqY7AaT4iqAJJEtTowDXKLq6A7r3k8ohhySw1pdm1x2MQa
-105.00263068460228,39.756378756354806,2022-02-20T22:44:12.000000Z,"{'timestamp': '2022-04-08T04:31:37.344000Z', 'online': 'online', 'listen_addrs': ['/ip4/107.2.153.183/tcp/44158'], 'height': 1302493}",0.0133209228515625,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,13BJsR5ydWdvvn2j2znkxyaWmVaA9CS8Q125dmfUkzgmFtk1x8Y,1,unique-eggshell-orangutan,full,88268cdaebfffff,8c268cdaeb1e5ff,1305345,1305755,"{'short_street': 'Bassett St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Bassett Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,45,1234914,1305776,11ceoms2wcYt2VZUkLRtrw8mnYmaq8qJJ7SAZicr2nLfzSYR3di
-105.02251436347643,39.68171339218817,2022-02-20T02:56:22.000000Z,"{'timestamp': '2022-03-31T23:25:09.847000Z', 'online': 'online', 'listen_addrs': ['/ip4/67.165.239.229/tcp/44158'], 'height': 1291667}",0.1152801513671875,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,14KLwkBKMbLtFvJtJMzaSTVdVYWsJnduFXfZm9zPGe7dZvWkK1J,1,ancient-indigo-fox,full,88268cd887fffff,8c268cd88729dff,1304687,1305562,"{'short_street': 'S Decatur St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Decatur Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,1,1233629,1305776,112sq5ntb8Xer6Fx782cKRmLHVtTewRJMESE5PH91rmNSmkpdfuS
-105.00146239852508,39.700699142550576,2022-02-20T00:31:32.000000Z,"{'timestamp': '2022-04-02T18:55:28.816000Z', 'online': 'offline', 'listen_addrs': ['/ip4/71.229.161.72/tcp/44158', '/p2p/112i2mVP3dwwus8fdaKWZBN5Xc94Vf81tK8vredZuVbheDbAcam2/p2p-circuit/p2p/117E5hm7nJt2Kgdhxg4L62uqXzGZ2g8M1EoCcULWZBdQsGvx4Xb'], 'height': 1294587}",0.22705078125,13MS2kZHU4h6wp3tExgoHdDFjBsb9HB9JBvcbK9XmfNyJ7jqzVv,13P4gPd7pxD7h2j22dAhuuXR81vBRUWNHeWFvpndfKhaoatrgMi,2,hot-cloth-rabbit,full,88268cd8ddfffff,8c268cd8dcf69ff,1294511,1294887,"{'short_street': 'S Lipan St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Lipan Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",80,10,1233474,1305776,117E5hm7nJt2Kgdhxg4L62uqXzGZ2g8M1EoCcULWZBdQsGvx4Xb
-104.88442371103704,39.65136140496231,2022-02-20T00:07:18.000000Z,"{'timestamp': '2022-04-10T05:07:16.508000Z', 'online': 'online', 'listen_addrs': ['/p2p/11JZLV1hnc1Jrwqbi6p6LF4WaoS3xPy3i35MvaDvdyfoZdPJcYx/p2p-circuit/p2p/11VdA1vAU5HoRKKXBsEz1WeBcBc5eRxCwBaVRcKKD5BpUgAoXyC'], 'height': 1305310}",0.2296905517578125,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,13RJGZDgv1NtYzyWRuSJs4wsZFCrKvVbK2ioyRe1bPjNKkajkoT,2,rare-honeysuckle-puppy,full,88268cc009fffff,8c268cc009487ff,1305348,1305348,"{'short_street': 'S Yosemite St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Yosemite Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,16,1233447,1305776,11VdA1vAU5HoRKKXBsEz1WeBcBc5eRxCwBaVRcKKD5BpUgAoXyC
-104.96074675935843,39.85029764349286,2022-02-19T21:30:43.000000Z,"{'timestamp': '2022-03-31T04:07:19.194000Z', 'online': 'online', 'listen_addrs': ['/ip4/24.8.164.51/tcp/44158', '/p2p/113q4A3MF88unvDMK2kH58aTbLURfYyWdvTo8RtsE2zDqtus4UM/p2p-circuit/p2p/115wmzTZ5GHaAZHpitSqQB7Zw3NHW4WbNNDeMUkwfozxKYnruGD'], 'height': 1287145}",0.4033966064453125,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,144g9agkxvZQZvUTXCwe4m2UamCQUbbr98Kdexqp5TYapFsCRkY,5,uneven-lilac-yeti,full,882681a4dbfffff,8c2681a4da43bff,1305104,1305755,"{'short_street': 'Mable Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Mable Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",60,2,1233280,1305776,115wmzTZ5GHaAZHpitSqQB7Zw3NHW4WbNNDeMUkwfozxKYnruGD
-104.95912500043576,39.85041170692498,2022-02-19T21:02:08.000000Z,"{'timestamp': '2022-04-02T13:48:18.412000Z', 'online': 'online', 'listen_addrs': ['/p2p/116JPZAb49aX3rB8hhXbBT2Q7pm8GfhAv9N1swffovznd6Jr6J4/p2p-circuit/p2p/112tyt3U8dC32aTGaUPxXMCLCuzeDY8sZ7kk7rsLNGHE9Chta8GG'], 'height': 1292034}",0.4062347412109375,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,144g9agkxvZQZvUTXCwe4m2UamCQUbbr98Kdexqp5TYapFsCRkY,6,sour-taupe-squid,full,882681a4dbfffff,8c2681a4da6bbff,1305314,1305740,"{'short_street': 'Mable Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Mable Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",60,3,1233249,1305776,112tyt3U8dC32aTGaUPxXMCLCuzeDY8sZ7kk7rsLNGHE9Chta8GG
-104.98858284461836,39.714877612101915,2022-02-17T21:59:14.000000Z,"{'timestamp': '2022-03-31T00:44:09.664000Z', 'online': 'online', 'listen_addrs': ['/ip4/174.16.91.221/tcp/44158'], 'height': 1290193}",0.1590118408203125,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,133DKxirvN6cnCpKHGP5D8jfeurPLGBtQy7yyy1ueyHseJ78xgH,1,clean-umber-shrimp,full,88268cdab1fffff,8c268cdab0ed3ff,1305471,1305500,"{'short_street': 'W Bayaud Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'West Bayaud Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,6,1230264,1305776,11kbsSWuE76ExVzaKZ4UG8Vr3b3yM3GpwbSwmuJ882irs1jq1r4
-105.05317287851533,39.778699142403724,2022-02-17T03:21:25.000000Z,"{'timestamp': '2022-03-27T17:35:50.572000Z', 'online': 'offline', 'listen_addrs': ['/ip4/174.51.203.26/tcp/44158', '/p2p/112ajVc9Dg4innr2UoNA4p6o2c4JXajKS7ZdAMxYdue561WKaHoQ/p2p-circuit/p2p/11gMdhL3wJ8hJvM1zYpFf9QDMGtfiNW1RDem893h2YPUfkfN7uQ'], 'height': 1281813}",0.2476959228515625,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14LeYiXKEJA6FBsxQZ7yF2XRDKMn7JxtT8CL16zBRXy42vbZc3D,1,sweet-emerald-rooster,full,88268cda2bfffff,8c268cda2aa9dff,1281418,1281787,"{'short_street': 'Sheridan Boulevard', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Sheridan Boulevard', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,2,1229055,1305776,11gMdhL3wJ8hJvM1zYpFf9QDMGtfiNW1RDem893h2YPUfkfN7uQ
-105.08833718962981,39.75464064362281,2022-02-17T01:42:49.000000Z,"{'timestamp': '2022-04-04T05:00:44.970000Z', 'online': 'online', 'listen_addrs': ['/p2p/11JxJa7DEF7pSMhdo86QLJMLJBQQzFRyxWJSfwLddT3x6ZgFhHF/p2p-circuit/p2p/112fN9tGNQfQBh9s58NV4YktsmzBDkBEX8xh136QC8ahypDY2vAd'], 'height': 1296655}",0.2308807373046875,13y2EqUUzyQhQGtDSoXktz8m5jHNSiwAKLTYnHNxZq2uH5GGGym,14Ef3tZcks5j6MQW6FFRDP9B32YXR4TbFXHybCyEFUKsNaF8rJx,1,able-ultraviolet-loris,full,88268cd869fffff,8c268cd8681c1ff,1304936,1305755,"{'short_street': 'W 26th Ave', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'West 26th Avenue', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",12,0,1228950,1305776,112fN9tGNQfQBh9s58NV4YktsmzBDkBEX8xh136QC8ahypDY2vAd
-105.01114090512401,39.762555148137814,2022-02-16T17:21:04.000000Z,"{'timestamp': '2022-04-10T06:38:33.243000Z', 'online': 'online', 'listen_addrs': ['/p2p/11ctgVVgAamdNctKzvoCxMrhMAoRUdNsrwNVFtTY6HmgFFufN43/p2p-circuit/p2p/112q9zXPXETwhDyJ8ixL53vdF9wvr6MZ1iXRHP7cLY4iPv1gghNF'], 'height': 1305402}",0.03253173828125,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,133DKxirvN6cnCpKHGP5D8jfeurPLGBtQy7yyy1ueyHseJ78xgH,1,sweet-iron-chinchilla,full,88268cdae9fffff,8c268cdae981bff,1305549,1305595,"{'short_street': 'Tejon St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'Tejon Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,10,1228412,1305776,112q9zXPXETwhDyJ8ixL53vdF9wvr6MZ1iXRHP7cLY4iPv1gghNF
-104.98795218652603,39.72969240846131,2022-02-15T23:23:41.000000Z,"{'timestamp': '2022-04-06T14:02:50.730000Z', 'online': 'online', 'listen_addrs': ['/p2p/11M8DjKPRD24a2KNJ9s7uS1otGzyrm2Yor36ydK2ocWhTRHuFtT/p2p-circuit/p2p/112CHiHpNqJviduTiRXHVQfTpr4fHF9vJMiRuq3VP8LGcCtZuaLt'], 'height': 1300139}",0.0464935302734375,13ENbEQPAvytjLnqavnbSAzurhGoCSNkGECMx7eHHDAfEaDirdY,133DKxirvN6cnCpKHGP5D8jfeurPLGBtQy7yyy1ueyHseJ78xgH,1,electric-aquamarine-bat,full,88268cda87fffff,8c268cda8648bff,1305624,1305624,"{'short_street': 'N Broadway', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'North Broadway', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",23,12,1227268,1305776,112CHiHpNqJviduTiRXHVQfTpr4fHF9vJMiRuq3VP8LGcCtZuaLt
-104.94268246077527,39.70154136467133,2022-02-14T23:10:26.000000Z,"{'timestamp': '2022-04-09T00:58:08.518000Z', 'online': 'online', 'listen_addrs': ['/p2p/11QZgQ5BY28MdTswTLcK9jxdNGC2pDzfFgcTb9C1kkHqkWukwsm/p2p-circuit/p2p/112p2EWJARn9eNZ81RqrYFvWrZv4fHRVHcj47mHzYpSBS9nKTgq8'], 'height': 1303678}",0.15631103515625,14sKWeeYWQWrBSnLGq79uRQqZyw3Ldi7oBdxbF6a54QboTNBXDL,14Cxf2x7Y182Z3GYnEmB9eKvQWxgrWNL7rozaCAtt34FUFLAy9W,2,helpful-tan-mouse,full,88268cc30dfffff,8c268cc30d65dff,1304894,1305738,"{'short_street': 'S Harrison St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'South Harrison Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,0,1225724,1305776,112p2EWJARn9eNZ81RqrYFvWrZv4fHRVHcj47mHzYpSBS9nKTgq8
-104.96133127491619,39.74347908327972,2022-02-14T22:00:05.000000Z,"{'timestamp': '2022-04-10T00:31:12.198000Z', 'online': 'offline', 'listen_addrs': ['/ip4/98.53.166.78/tcp/44158', '/p2p/1125ycwB8nhpbAMbTNtHNunB7D61JF8Ki8GYnZt7PReZbzBFvRan/p2p-circuit/p2p/11EkCJmdJZ5Thv2J2DoFnn677qw3nUNRmSBUqfQFWJWdw9zrf85'], 'height': 1184679}",,134C7Hn3vhfBLQZex4PVwtxQ2uPJH97h9YD2bhzy1W2XhMJyY6d,14nRzq7ccRqLDYN7NyMdUXPHaguyAcDh3Ueq9YFzqcQ3ZRzKEVA,1,harsh-seafoam-wolverine,full,88268cdad7fffff,8c268cdad7443ff,,1225675,"{'short_street': 'N Gaylord St', 'short_state': 'CO', 'short_country': 'US', 'short_city': 'Denver', 'long_street': 'North Gaylord Street', 'long_state': 'Colorado', 'long_country': 'United States', 'long_city': 'Denver', 'city_id': 'ZGVudmVyY29sb3JhZG91bml0ZWQgc3RhdGVz'}",40,7,1225652,1305776,11EkCJmdJZ5Thv2J2DoFnn677qw3nUNRmSBUqfQFWJWdw9zrf85
